date_time,temp,rain_1h,clouds_all,traffic_volume
2025-01-05 04:00:00,-10.43,0.0,68,737
2025-01-05 05:00:00,-5.4,0.0,53,759
2025-01-05 06:00:00,-10.37,0.0,96,799
2025-01-05 07:00:00,-7.09,0.0,20,1239
2025-01-05 08:00:00,-12.1,0.0,74,1089
2025-01-05 09:00:00,-9.92,3.26,50,930
2025-01-05 10:00:00,-12.15,1.04,25,693
2025-01-05 11:00:00,-10.32,0.0,100,701
2025-01-05 12:00:00,-6.78,0.41,100,388
2025-01-05 13:00:00,-14.48,0.0,47,342
2025-01-05 14:00:00,-8.0,0.41,64,1005
2025-01-05 15:00:00,-8.59,0.0,41,630
2025-01-05 16:00:00,-11.08,0.0,45,1226
2025-01-05 17:00:00,-13.64,0.17,24,1323
2025-01-05 18:00:00,-9.08,0.9,21,886
2025-01-05 19:00:00,-10.89,0.67,99,933
2025-01-05 20:00:00,-8.6,1.83,52,548
2025-01-05 21:00:00,-9.23,0.0,54,620
2025-01-05 22:00:00,-4.49,0.16,32,807
2025-01-05 23:00:00,-10.02,3.2,57,69
2025-01-06 00:00:00,-12.28,0.0,15,686
2025-01-06 01:00:00,-8.67,0.0,34,731
2025-01-06 02:00:00,-8.55,0.0,23,1039
2025-01-06 03:00:00,-5.13,0.92,85,708
2025-01-06 04:00:00,-6.71,0.0,12,885
2025-01-06 05:00:00,-8.14,0.58,24,1081
2025-01-06 06:00:00,-4.82,0.0,2,1526
2025-01-06 07:00:00,-12.78,1.68,31,1623
2025-01-06 08:00:00,-11.13,0.0,42,2275
2025-01-06 09:00:00,-11.99,0.0,78,1783
2025-01-06 10:00:00,-10.38,1.1,48,1199
2025-01-06 11:00:00,-13.34,0.28,43,1129
2025-01-06 12:00:00,-7.31,1.12,61,712
2025-01-06 13:00:00,-9.88,1.33,42,1013
2025-01-06 14:00:00,-13.62,0.47,100,1112
2025-01-06 15:00:00,-12.26,0.0,38,1872
2025-01-06 16:00:00,-8.27,0.0,63,1818
2025-01-06 17:00:00,-6.7,0.0,74,1889
2025-01-06 18:00:00,-3.22,2.14,38,1947
2025-01-06 19:00:00,-0.47,6.16,57,790
2025-01-06 20:00:00,-7.97,0.0,41,1382
2025-01-06 21:00:00,-12.18,0.0,60,1135
2025-01-06 22:00:00,-15.61,0.0,56,480
2025-01-06 23:00:00,-8.41,0.0,50,810
2025-01-07 00:00:00,-11.56,1.26,25,367
2025-01-07 01:00:00,-10.37,0.0,100,339
2025-01-07 02:00:00,-10.96,2.32,68,236
2025-01-07 03:00:00,-9.54,0.0,14,813
2025-01-07 04:00:00,-5.92,0.0,43,859
2025-01-07 05:00:00,-8.65,0.0,14,1385
2025-01-07 06:00:00,-9.59,2.19,73,1229
2025-01-07 07:00:00,-12.23,0.03,53,1780
2025-01-07 08:00:00,-14.14,0.0,54,1797
2025-01-07 09:00:00,-10.58,0.0,33,1949
2025-01-07 10:00:00,-9.28,2.51,46,1525
2025-01-07 11:00:00,-3.82,0.0,73,1086
2025-01-07 12:00:00,-8.73,0.0,80,760
2025-01-07 13:00:00,-6.17,0.0,75,935
2025-01-07 14:00:00,-10.62,0.14,15,1567
2025-01-07 15:00:00,-12.67,0.0,49,1772
2025-01-07 16:00:00,-12.01,0.0,60,1834
2025-01-07 17:00:00,-11.29,0.0,35,1976
2025-01-07 18:00:00,-2.73,0.0,12,1999
2025-01-07 19:00:00,-11.58,0.0,21,1673
2025-01-07 20:00:00,-6.6,0.91,91,1359
2025-01-07 21:00:00,-11.83,0.0,24,1106
2025-01-07 22:00:00,-6.32,0.0,55,1109
2025-01-07 23:00:00,-7.96,0.0,50,706
2025-01-08 00:00:00,-9.49,0.0,50,384
2025-01-08 01:00:00,-9.14,0.0,46,1088
2025-01-08 02:00:00,-10.99,0.96,74,568
2025-01-08 03:00:00,-7.68,0.0,55,893
2025-01-08 04:00:00,-10.39,0.0,38,790
2025-01-08 05:00:00,-12.7,0.33,55,857
2025-01-08 06:00:00,-12.85,0.0,22,1553
2025-01-08 07:00:00,-8.5,0.05,66,1597
2025-01-08 08:00:00,-4.28,0.0,37,2124
2025-01-08 09:00:00,-8.54,0.0,39,2079
2025-01-08 10:00:00,-9.38,0.0,67,1557
2025-01-08 11:00:00,-8.16,0.0,44,1214
2025-01-08 12:00:00,-5.1,0.83,45,1110
2025-01-08 13:00:00,-8.36,0.54,83,1021
2025-01-08 14:00:00,-10.25,0.0,30,1127
2025-01-08 15:00:00,-5.7,0.0,67,1691
2025-01-08 16:00:00,-7.73,0.0,78,2194
2025-01-08 17:00:00,-4.41,0.0,83,2024
2025-01-08 18:00:00,-8.47,2.18,100,1868
2025-01-08 19:00:00,-12.69,0.0,38,1807
2025-01-08 20:00:00,-13.13,0.84,32,1188
2025-01-08 21:00:00,-4.07,0.0,75,964
2025-01-08 22:00:00,-3.85,1.05,78,841
2025-01-08 23:00:00,-9.56,0.0,34,992
2025-01-09 00:00:00,-10.07,0.11,67,431
2025-01-09 01:00:00,-4.53,1.23,100,555
2025-01-09 02:00:00,-12.24,0.11,57,368
2025-01-09 03:00:00,-11.6,0.09,78,622
2025-01-09 04:00:00,-6.99,0.0,94,608
2025-01-09 05:00:00,-10.1,0.0,100,1115
2025-01-09 06:00:00,-8.93,0.0,61,1417
2025-01-09 07:00:00,-9.41,0.04,86,1986
2025-01-09 08:00:00,-7.9,0.0,35,2036
2025-01-09 09:00:00,-4.69,3.24,55,1484
2025-01-09 10:00:00,-8.65,0.0,43,1326
2025-01-09 11:00:00,-6.99,0.37,7,1278
2025-01-09 12:00:00,-15.07,0.0,15,946
2025-01-09 13:00:00,-9.06,0.0,65,1190
2025-01-09 14:00:00,-11.45,0.6,66,1323
2025-01-09 15:00:00,-12.57,0.0,29,1741
2025-01-09 16:00:00,-11.55,0.96,94,1804
2025-01-09 17:00:00,-9.92,0.0,27,2195
2025-01-09 18:00:00,-6.17,0.0,61,2109
2025-01-09 19:00:00,-12.9,0.0,44,1434
2025-01-09 20:00:00,-8.83,0.46,57,1241
2025-01-09 21:00:00,-10.37,0.0,77,788
2025-01-09 22:00:00,-9.9,2.72,74,557
2025-01-09 23:00:00,-5.91,0.0,72,1021
2025-01-10 00:00:00,-7.19,0.0,70,829
2025-01-10 01:00:00,-4.8,0.0,23,749
2025-01-10 02:00:00,-9.27,0.0,84,730
2025-01-10 03:00:00,-10.9,0.0,29,837
2025-01-10 04:00:00,-9.48,0.11,52,906
2025-01-10 05:00:00,-8.08,0.0,46,992
2025-01-10 06:00:00,-8.28,0.0,64,1701
2025-01-10 07:00:00,-12.06,3.87,43,1245
2025-01-10 08:00:00,-8.54,0.0,51,2018
2025-01-10 09:00:00,-8.12,0.0,96,1963
2025-01-10 10:00:00,-1.26,0.0,23,1652
2025-01-10 11:00:00,-3.18,0.0,55,1242
2025-01-10 12:00:00,-11.37,0.0,27,924
2025-01-10 13:00:00,-9.67,0.0,72,1046
2025-01-10 14:00:00,-13.2,0.0,37,1351
2025-01-10 15:00:00,-10.58,0.46,56,1634
2025-01-10 16:00:00,-7.86,0.3,22,2009
2025-01-10 17:00:00,-5.19,0.0,87,1922
2025-01-10 18:00:00,-11.0,0.0,57,1700
2025-01-10 19:00:00,-10.77,0.0,59,1791
2025-01-10 20:00:00,-15.25,1.75,76,1163
2025-01-10 21:00:00,-9.3,2.67,24,864
2025-01-10 22:00:00,-12.0,0.0,40,919
2025-01-10 23:00:00,-10.4,0.0,59,623
2025-01-11 00:00:00,-11.33,0.0,12,112
2025-01-11 01:00:00,-8.98,0.01,14,449
2025-01-11 02:00:00,-13.97,0.0,35,111
2025-01-11 03:00:00,-13.1,0.0,27,461
2025-01-11 04:00:00,-2.31,0.0,47,824
2025-01-11 05:00:00,-12.56,0.0,69,532
2025-01-11 06:00:00,-11.99,0.0,74,796
2025-01-11 07:00:00,-3.19,0.76,100,976
2025-01-11 08:00:00,0.02,2.3,55,1185
2025-01-11 09:00:00,-12.21,0.0,60,1149
2025-01-11 10:00:00,-9.8,0.0,55,803
2025-01-11 11:00:00,-7.67,0.0,64,829
2025-01-11 12:00:00,-3.51,0.0,66,965
2025-01-11 13:00:00,-11.66,0.0,79,736
2025-01-11 14:00:00,-9.43,0.02,79,777
2025-01-11 15:00:00,-6.36,0.0,69,1063
2025-01-11 16:00:00,-7.39,0.0,93,1124
2025-01-11 17:00:00,-9.82,0.0,56,1229
2025-01-11 18:00:00,-9.1,0.0,40,1410
2025-01-11 19:00:00,-12.82,2.91,44,822
2025-01-11 20:00:00,-9.41,0.0,53,682
2025-01-11 21:00:00,-9.49,0.0,29,753
2025-01-11 22:00:00,-8.0,0.22,40,699
2025-01-11 23:00:00,-10.36,0.0,27,439
2025-01-12 00:00:00,-7.16,0.0,65,380
2025-01-12 01:00:00,-5.54,0.0,65,532
2025-01-12 02:00:00,-8.11,0.0,12,612
2025-01-12 03:00:00,-7.52,0.02,40,552
2025-01-12 04:00:00,-8.42,0.13,100,464
2025-01-12 05:00:00,-8.58,0.0,72,726
2025-01-12 06:00:00,-10.74,0.0,68,868
2025-01-12 07:00:00,-7.63,0.79,40,1012
2025-01-12 08:00:00,-8.87,0.0,63,1086
2025-01-12 09:00:00,-2.3,0.06,56,1386
2025-01-12 10:00:00,-3.86,0.29,36,1052
2025-01-12 11:00:00,-7.42,0.0,44,809
2025-01-12 12:00:00,-10.87,0.16,44,384
2025-01-12 13:00:00,-11.91,0.0,19,699
2025-01-12 14:00:00,-5.0,0.0,23,983
2025-01-12 15:00:00,-7.79,0.89,51,1166
2025-01-12 16:00:00,-7.14,1.14,35,1299
2025-01-12 17:00:00,-13.81,0.0,49,1156
2025-01-12 18:00:00,-5.8,0.0,16,1445
2025-01-12 19:00:00,-7.21,0.0,76,947
2025-01-12 20:00:00,-11.91,0.01,100,347
2025-01-12 21:00:00,-9.99,0.0,82,829
2025-01-12 22:00:00,-7.79,0.0,84,432
2025-01-12 23:00:00,-8.42,0.0,72,573
2025-01-13 00:00:00,-9.33,0.0,63,591
2025-01-13 01:00:00,-8.76,0.0,59,591
2025-01-13 02:00:00,-9.21,2.58,34,373
2025-01-13 03:00:00,-8.0,0.0,74,777
2025-01-13 04:00:00,-4.04,2.56,72,645
2025-01-13 05:00:00,-16.15,0.0,45,1125
2025-01-13 06:00:00,-9.16,0.0,70,1422
2025-01-13 07:00:00,-7.92,0.0,39,1950
2025-01-13 08:00:00,-7.57,0.0,41,1987
2025-01-13 09:00:00,-9.57,0.0,76,2051
2025-01-13 10:00:00,-13.72,2.77,67,912
2025-01-13 11:00:00,-7.47,0.62,51,985
2025-01-13 12:00:00,-3.27,0.0,48,928
2025-01-13 13:00:00,-13.06,0.65,61,1264
2025-01-13 14:00:00,-5.86,0.0,11,1605
2025-01-13 15:00:00,-9.44,0.03,38,1590
2025-01-13 16:00:00,-8.64,0.0,25,2132
2025-01-13 17:00:00,-11.61,0.0,57,2084
2025-01-13 18:00:00,-9.46,0.32,84,1887
2025-01-13 19:00:00,-4.55,1.23,69,1675
2025-01-13 20:00:00,-6.71,0.0,44,1427
2025-01-13 21:00:00,-3.26,0.0,39,1222
2025-01-13 22:00:00,-4.92,1.1,38,634
2025-01-13 23:00:00,-7.14,0.0,100,921
2025-01-14 00:00:00,-3.09,1.16,59,584
2025-01-14 01:00:00,-7.01,2.26,62,280
2025-01-14 02:00:00,-5.84,0.0,4,798
2025-01-14 03:00:00,-9.22,0.0,28,751
2025-01-14 04:00:00,-8.13,0.0,56,787
2025-01-14 05:00:00,-10.42,3.42,45,841
2025-01-14 06:00:00,-5.36,0.0,60,1704
2025-01-14 07:00:00,-11.86,2.18,60,1307
2025-01-14 08:00:00,-5.98,0.0,72,1994
2025-01-14 09:00:00,-8.9,0.0,10,1925
2025-01-14 10:00:00,-4.81,0.0,30,1613
2025-01-14 11:00:00,-6.07,0.0,55,1427
2025-01-14 12:00:00,-2.86,1.16,41,754
2025-01-14 13:00:00,-6.13,0.0,49,1353
2025-01-14 14:00:00,-13.04,0.0,60,1271
2025-01-14 15:00:00,-8.53,0.37,39,1901
2025-01-14 16:00:00,-11.84,0.0,62,1851
2025-01-14 17:00:00,-9.88,0.0,71,1950
2025-01-14 18:00:00,-3.79,0.0,59,2019
2025-01-14 19:00:00,-6.41,0.0,75,1865
2025-01-14 20:00:00,-10.42,0.0,3,1467
2025-01-14 21:00:00,-11.37,0.46,43,1044
2025-01-14 22:00:00,-8.23,0.65,79,861
2025-01-14 23:00:00,-11.98,0.8,36,555
2025-01-15 00:00:00,-10.21,1.19,33,637
2025-01-15 01:00:00,-7.26,0.0,55,647
2025-01-15 02:00:00,-4.73,0.34,57,944
2025-01-15 03:00:00,-6.37,0.0,44,884
2025-01-15 04:00:00,-15.07,0.0,100,804
2025-01-15 05:00:00,-7.28,0.0,65,864
2025-01-15 06:00:00,-7.98,0.0,35,1678
2025-01-15 07:00:00,-6.95,0.0,22,1969
2025-01-15 08:00:00,-3.34,0.0,68,1913
2025-01-15 09:00:00,-14.38,0.0,34,1870
2025-01-15 10:00:00,-9.97,0.0,100,1207
2025-01-15 11:00:00,-6.42,0.0,68,1241
2025-01-15 12:00:00,-12.94,0.74,72,908
2025-01-15 13:00:00,-3.77,0.1,64,879
2025-01-15 14:00:00,-7.09,0.99,86,1206
2025-01-15 15:00:00,-5.65,3.02,0,1460
2025-01-15 16:00:00,-9.91,0.0,28,1714
2025-01-15 17:00:00,-5.75,0.43,84,2123
2025-01-15 18:00:00,-4.99,0.0,95,2019
2025-01-15 19:00:00,-7.49,0.37,27,2003
2025-01-15 20:00:00,-7.49,0.0,12,1540
2025-01-15 21:00:00,-7.38,0.0,62,968
2025-01-15 22:00:00,-10.78,0.2,70,880
2025-01-15 23:00:00,-8.64,0.0,61,953
2025-01-16 00:00:00,-8.51,0.31,57,607
2025-01-16 01:00:00,-6.91,0.58,12,875
2025-01-16 02:00:00,-5.06,0.0,49,462
2025-01-16 03:00:00,-11.23,0.2,53,919
2025-01-16 04:00:00,-8.43,0.0,44,1029
2025-01-16 05:00:00,-3.61,0.08,10,947
2025-01-16 06:00:00,-10.29,0.0,73,1523
2025-01-16 07:00:00,-10.52,0.0,80,1546
2025-01-16 08:00:00,-7.45,0.0,38,2026
2025-01-16 09:00:00,-5.52,0.0,54,2047
2025-01-16 10:00:00,-8.02,0.0,46,1538
2025-01-16 11:00:00,-4.07,0.0,46,1411
2025-01-16 12:00:00,-5.49,0.0,70,918
2025-01-16 13:00:00,-5.53,0.0,71,1095
2025-01-16 14:00:00,-6.39,0.18,85,1474
2025-01-16 15:00:00,-1.07,0.0,85,1698
2025-01-16 16:00:00,-8.67,0.18,54,1933
2025-01-16 17:00:00,-14.07,0.0,100,1904
2025-01-16 18:00:00,-3.24,0.0,97,1944
2025-01-16 19:00:00,-9.43,0.0,42,1868
2025-01-16 20:00:00,-7.73,0.0,61,1275
2025-01-16 21:00:00,-4.13,0.85,9,1028
2025-01-16 22:00:00,-12.86,0.0,59,673
2025-01-16 23:00:00,-11.81,1.83,100,129
2025-01-17 00:00:00,-12.72,0.0,100,767
2025-01-17 01:00:00,-10.3,0.68,56,480
2025-01-17 02:00:00,-6.59,0.26,67,667
2025-01-17 03:00:00,-6.34,0.0,74,985
2025-01-17 04:00:00,-7.08,1.1,100,674
2025-01-17 05:00:00,-12.15,0.0,34,1210
2025-01-17 06:00:00,-14.84,0.0,100,1147
2025-01-17 07:00:00,-7.75,0.0,51,2119
2025-01-17 08:00:00,-9.33,0.97,29,1968
2025-01-17 09:00:00,-6.54,0.0,51,1799
2025-01-17 10:00:00,-5.81,0.0,38,1462
2025-01-17 11:00:00,-7.5,0.0,69,1374
2025-01-17 12:00:00,-5.63,0.08,17,922
2025-01-17 13:00:00,-7.23,0.0,62,953
2025-01-17 14:00:00,-6.32,0.0,75,1301
2025-01-17 15:00:00,-10.03,0.0,96,1595
2025-01-17 16:00:00,-8.45,0.0,76,1939
2025-01-17 17:00:00,-7.32,0.0,94,2064
2025-01-17 18:00:00,-5.45,0.0,44,2060
2025-01-17 19:00:00,-9.09,0.0,69,1747
2025-01-17 20:00:00,-6.35,0.07,3,1459
2025-01-17 21:00:00,-8.71,0.0,56,1373
2025-01-17 22:00:00,-8.27,0.92,68,694
2025-01-17 23:00:00,-5.42,0.0,71,993
2025-01-18 00:00:00,-13.75,0.0,20,317
2025-01-18 01:00:00,-11.66,0.04,49,170
2025-01-18 02:00:00,-12.21,0.0,53,134
2025-01-18 03:00:00,-14.77,0.43,48,359
2025-01-18 04:00:00,-9.8,0.0,77,631
2025-01-18 05:00:00,-5.52,0.0,54,593
2025-01-18 06:00:00,-8.62,0.0,62,827
2025-01-18 07:00:00,-7.17,0.0,47,1309
2025-01-18 08:00:00,-4.5,0.07,86,1317
2025-01-18 09:00:00,-3.78,0.19,88,1119
2025-01-18 10:00:00,-7.97,0.0,51,801
2025-01-18 11:00:00,-3.71,0.27,100,699
2025-01-18 12:00:00,-7.49,0.0,40,669
2025-01-18 13:00:00,-10.28,0.0,84,647
2025-01-18 14:00:00,-9.55,0.0,35,883
2025-01-18 15:00:00,-12.21,0.0,78,825
2025-01-18 16:00:00,-10.43,1.54,77,1043
2025-01-18 17:00:00,-8.84,0.0,34,1397
2025-01-18 18:00:00,-5.36,0.0,56,1117
2025-01-18 19:00:00,-2.6,0.0,100,1031
2025-01-18 20:00:00,-11.91,0.0,39,888
2025-01-18 21:00:00,-6.59,0.0,69,653
2025-01-18 22:00:00,-10.89,0.0,68,197
2025-01-18 23:00:00,-6.34,0.1,58,385
2025-01-19 00:00:00,-8.01,0.68,16,313
2025-01-19 01:00:00,-13.11,0.0,80,369
2025-01-19 02:00:00,-4.83,0.0,60,828
2025-01-19 03:00:00,-9.43,1.39,87,223
2025-01-19 04:00:00,-9.22,0.0,65,333
2025-01-19 05:00:00,-10.82,0.52,61,574
2025-01-19 06:00:00,-9.58,1.73,69,715
2025-01-19 07:00:00,-6.33,0.63,35,1322
2025-01-19 08:00:00,-8.18,0.84,99,1317
2025-01-19 09:00:00,-6.63,0.0,50,1451
2025-01-19 10:00:00,-6.53,0.0,51,1079
2025-01-19 11:00:00,-3.65,0.15,92,687
2025-01-19 12:00:00,-8.64,0.41,66,667
2025-01-19 13:00:00,-12.04,0.0,54,564
2025-01-19 14:00:00,-4.41,0.0,70,894
2025-01-19 15:00:00,-8.61,0.0,75,999
2025-01-19 16:00:00,-4.27,0.0,57,1018
2025-01-19 17:00:00,-6.46,0.0,83,1480
2025-01-19 18:00:00,-8.01,0.0,28,1412
2025-01-19 19:00:00,-6.57,0.31,66,712
2025-01-19 20:00:00,-1.76,0.03,80,1044
2025-01-19 21:00:00,-1.38,0.26,75,657
2025-01-19 22:00:00,-7.41,0.0,4,790
2025-01-19 23:00:00,-7.13,0.0,56,488
2025-01-20 00:00:00,-4.23,0.94,30,524
2025-01-20 01:00:00,-9.99,0.0,92,622
2025-01-20 02:00:00,-6.46,0.0,50,642
2025-01-20 03:00:00,-7.54,0.0,89,546
2025-01-20 04:00:00,-6.52,0.0,30,1097
2025-01-20 05:00:00,-9.96,0.0,70,1154
2025-01-20 06:00:00,-12.23,0.0,60,1674
2025-01-20 07:00:00,-13.68,0.3,100,1645
2025-01-20 08:00:00,-10.81,0.0,90,1824
2025-01-20 09:00:00,-8.83,0.0,88,1922
2025-01-20 10:00:00,-8.34,0.0,100,1327
2025-01-20 11:00:00,-1.65,0.32,67,1147
2025-01-20 12:00:00,-4.14,0.0,58,1029
2025-01-20 13:00:00,-10.34,0.0,55,1042
2025-01-20 14:00:00,-6.41,0.32,68,1267
2025-01-20 15:00:00,-8.68,0.0,0,1604
2025-01-20 16:00:00,-8.31,0.0,60,2082
2025-01-20 17:00:00,-6.9,0.0,66,2013
2025-01-20 18:00:00,-5.6,0.05,56,2080
2025-01-20 19:00:00,-8.48,0.44,22,1774
2025-01-20 20:00:00,-4.27,0.0,56,1583
2025-01-20 21:00:00,-10.88,0.0,22,1086
2025-01-20 22:00:00,-7.44,0.0,100,772
2025-01-20 23:00:00,0.34,0.08,54,759
2025-01-21 00:00:00,-6.63,0.0,9,757
2025-01-21 01:00:00,-3.0,0.0,55,845
2025-01-21 02:00:00,-7.02,0.24,83,550
2025-01-21 03:00:00,-5.55,0.0,65,840
2025-01-21 04:00:00,-7.47,0.0,38,1151
2025-01-21 05:00:00,-7.81,0.0,44,1122
2025-01-21 06:00:00,-9.64,3.76,53,882
2025-01-21 07:00:00,-6.01,0.0,50,1894
2025-01-21 08:00:00,-9.85,0.0,29,1895
2025-01-21 09:00:00,-5.3,2.11,59,1878
2025-01-21 10:00:00,-4.04,3.16,27,1287
2025-01-21 11:00:00,-6.2,0.0,84,1025
2025-01-21 12:00:00,-8.16,1.79,87,542
2025-01-21 13:00:00,-5.93,0.72,36,914
2025-01-21 14:00:00,-8.22,0.41,43,1490
2025-01-21 15:00:00,-4.49,0.0,50,2020
2025-01-21 16:00:00,-12.79,0.28,60,1643
2025-01-21 17:00:00,-8.3,0.0,67,2187
2025-01-21 18:00:00,-13.27,3.04,72,1454
2025-01-21 19:00:00,-11.78,0.78,72,1695
2025-01-21 20:00:00,-3.21,0.92,99,993
2025-01-21 21:00:00,-4.61,0.0,62,1163
2025-01-21 22:00:00,-9.46,0.0,28,878
2025-01-21 23:00:00,-11.8,0.0,20,900
2025-01-22 00:00:00,-16.02,0.08,100,509
2025-01-22 01:00:00,-8.76,0.0,74,677
2025-01-22 02:00:00,0.13,0.54,66,754
2025-01-22 03:00:00,-5.83,0.76,72,905
2025-01-22 04:00:00,-8.81,0.0,65,846
2025-01-22 05:00:00,-5.74,2.69,72,957
2025-01-22 06:00:00,-11.81,0.0,52,1576
2025-01-22 07:00:00,-8.02,0.0,87,1971
2025-01-22 08:00:00,-6.83,0.0,48,1960
2025-01-22 09:00:00,-7.39,0.0,39,2053
2025-01-22 10:00:00,-4.76,0.0,19,1707
2025-01-22 11:00:00,-6.1,0.0,55,1020
2025-01-22 12:00:00,-5.13,0.0,93,841
2025-01-22 13:00:00,-9.2,0.0,50,1409
2025-01-22 14:00:00,-4.44,1.05,27,1306
2025-01-22 15:00:00,-2.24,0.0,68,1709
2025-01-22 16:00:00,-10.04,0.15,45,2001
2025-01-22 17:00:00,-9.79,0.0,100,1878
2025-01-22 18:00:00,-3.12,0.89,88,1886
2025-01-22 19:00:00,-7.71,0.0,29,1693
2025-01-22 20:00:00,-2.92,0.0,57,1506
